,text_description
2460,有一个Xuhui的attached lane house，1卧2厅1卫，面积是120平方米，有室外空间，房租价格是24000.0。
2461,有一个Xuhui的public housing，2卧2厅2卫，面积是150平方米，有供暖，有空调，有浴缸，房租价格是24000.0。
2462,有一个Xuhui的public housing，3卧2厅2卫，面积是130平方米，有供暖，有空调，有WIFI，有浴缸，有地暖，房租价格是24000.0。
2463,有一个Xuhui的public housing，2卧2厅2卫，面积是100平方米，有室外空间，有供暖，有地暖，房租价格是24000.0。
2464,有一个Xuhui的detached lane house，2卧2厅2卫，面积是110平方米，有室外空间，有供暖，有空调，有阳台，有WIFI，房租价格是24500.0。
2465,有一个Xuhui的detached lane house，2卧2厅1卫，面积是100平方米，有浴缸，房租价格是24500.0。
2466,有一个Xuhui的attached lane house，1卧1厅1卫，面积是70平方米，整栋建筑，有室外空间，有空调，有WIFI，有地暖，房租价格是24900.0。
2467,有一个Xuhui的public housing，3卧2厅2卫，面积是150平方米，有室外空间，有阳台，房租价格是24999.0。
2468,有一个Xuhui的detached lane house，2卧2厅1卫，面积是100平方米，有浴缸，房租价格是25000.0。
2469,有一个Xuhui的detached lane house，2卧2厅3卫，面积是150平方米，有室外空间，有供暖，有空调，有浴缸，有地暖，房租价格是25000.0。
2470,有一个Xuhui的detached lane house，2卧1厅2卫，面积是70平方米，有室外空间，有空调，有WIFI，房租价格是25000.0。
2471,有一个Xuhui的public housing，3卧2厅2卫，面积是150平方米，有供暖，有空调，有阳台，有浴缸，房租价格是25000.0。
2472,有一个Xuhui的villa，3卧2厅2卫，面积是120平方米，有供暖，有空调，有阳台，有WIFI，有地暖，有烤箱，房租价格是25000.0。
2473,有一个Xuhui的attached lane house，3卧2厅2卫，面积是100平方米，有室外空间，有浴缸，房租价格是25000.0。
2474,有一个Xuhui的detached lane house，2卧2厅2卫，面积是100平方米，有室外空间，有供暖，有浴缸，有地暖，有烤箱，房租价格是25000.0。
2475,有一个Xuhui的detached lane house，2卧1厅2卫，面积是75平方米，整栋建筑，有室外空间，房租价格是25000.0。
2476,有一个Xuhui的detached lane house，1卧2厅1卫，面积是80平方米，有室外空间，有供暖，有空调，有WIFI，房租价格是25000.0。
2477,有一个Xuhui的public housing，2卧2厅2卫，面积是98平方米，有室外空间，有空调，有阳台，房租价格是25000.0。
2478,有一个Xuhui的detached lane house，2卧1厅2卫，面积是120平方米，有室外空间，有供暖，有空调，有阳台，有WIFI，房租价格是25000.0。
2479,有一个Xuhui的public housing，2卧2厅2卫，面积是110平方米，有室外空间，有供暖，有空调，有阳台，有浴缸，房租价格是25000.0。
2480,有一个Xuhui的public housing，3卧2厅2卫，面积是120平方米，有供暖，有空调，有浴缸，有地暖，房租价格是25500.0。
2481,有一个Xuhui的detached lane house，2卧2厅3卫，面积是150平方米，有室外空间，有供暖，有空调，有阳台，有WIFI，有浴缸，有地暖，房租价格是25800.0。
2482,有一个Xuhui的detached lane house，3卧2厅3卫，面积是180平方米，有室外空间，有供暖，有空调，有浴缸，房租价格是26000.0。
2483,有一个Xuhui的public housing，3卧2厅2卫，面积是110平方米，有供暖，有空调，有浴缸，有地暖，房租价格是26000.0。
2484,有一个Xuhui的detached lane house，1卧1厅1卫，面积是140平方米，有室外空间，有供暖，有空调，房租价格是26000.0。
2485,有一个Xuhui的public housing，3卧2厅2卫，面积是110平方米，有供暖，有空调，有WIFI，有地暖，房租价格是26000.0。
2486,有一个Xuhui的attached lane house，2卧2厅2卫，面积是60平方米，有室外空间，有供暖，房租价格是26000.0。
2487,有一个Xuhui的public housing，3卧2厅3卫，面积是130平方米，有室外空间，有供暖，有空调，有阳台，房租价格是26000.0。
2488,有一个Xuhui的detached lane house，3卧1厅1卫，面积是100平方米，有室外空间，有供暖，有空调，房租价格是26000.0。
2489,有一个Xuhui的attached lane house，3卧2厅2卫，面积是140平方米，有室外空间，有供暖，有空调，房租价格是26000.0。
2490,有一个Xuhui的attached lane house，2卧2厅2卫，面积是130平方米，有室外空间，有供暖，有空调，有阳台，有WIFI，房租价格是26000.0。
2491,有一个Xuhui的detached lane house，2卧2厅2卫，面积是140平方米，有室外空间，有空调，有浴缸，房租价格是26000.0。
2492,有一个Xuhui的detached lane house，3卧2厅2卫，面积是130平方米，有供暖，有空调，有浴缸，房租价格是26500.0。
2493,有一个Xuhui的attached lane house，3卧1厅2卫，面积是120平方米，整栋建筑，有供暖，有空调，有阳台，有WIFI，房租价格是26500.0。
2494,有一个Xuhui的detached lane house，3卧2厅2卫，面积是120平方米，有室外空间，有供暖，有空调，有阳台，有WIFI，有浴缸，有地暖，有烤箱，房租价格是26800.0。
2495,有一个Xuhui的detached lane house，3卧2厅1卫，面积是90平方米，有供暖，有空调，房租价格是26800.0。
2496,有一个Xuhui的detached lane house，3卧2厅1卫，面积是150平方米，有室外空间，有供暖，有空调，有浴缸，房租价格是27000.0。
2497,有一个Xuhui的public housing，3卧2厅2卫，面积是150平方米，有室外空间，有供暖，有空调，房租价格是27000.0。
2498,有一个Xuhui的attached lane house，5卧2厅3卫，面积是200平方米，整栋建筑，有室外空间，有空调，有阳台，有浴缸，房租价格是27000.0。
2499,有一个Xuhui的detached lane house，2卧2厅2卫，面积是80平方米，有供暖，有地暖，房租价格是27000.0。
2500,有一个Xuhui的attached lane house，3卧2厅2卫，面积是100平方米，整栋建筑，有空调，房租价格是27000.0。
2501,有一个Xuhui的attached lane house，3卧2厅2卫，面积是190平方米，有室外空间，有供暖，有空调，有阳台，有WIFI，有浴缸，房租价格是28000.0。
2502,有一个Xuhui的attached lane house，3卧2厅3卫，面积是150平方米，有室外空间，有空调，有阳台，有浴缸，房租价格是28000.0。
2503,有一个Xuhui的public housing，2卧2厅2卫，面积是150平方米，有供暖，有空调，有阳台，房租价格是28000.0。
2504,有一个Xuhui的detached lane house，3卧2厅2卫，面积是150平方米，有室外空间，有供暖，有空调，有阳台，有WIFI，有地暖，有烤箱，房租价格是28000.0。
2505,有一个Xuhui的detached lane house，2卧2厅3卫，面积是150平方米，有室外空间，有供暖，有空调，有阳台，有浴缸，有地暖，房租价格是28000.0。
2506,有一个Xuhui的detached lane house，2卧2厅1卫，面积是120平方米，有供暖，有地暖，房租价格是28000.0。
2507,有一个Xuhui的detached lane house，2卧2厅3卫，面积是150平方米，有室外空间，有供暖，有空调，有阳台，有WIFI，有浴缸，有地暖，房租价格是28000.0。
2508,有一个Xuhui的detached lane house，3卧2厅2卫，面积是140平方米，有室外空间，房租价格是28000.0。
2509,有一个Xuhui的detached lane house，2卧2厅3卫，面积是150平方米，有室外空间，有供暖，有空调，有阳台，有WIFI，有浴缸，有地暖，房租价格是28000.0。
2510,有一个Xuhui的attached lane house，2卧2厅2卫，面积是160平方米，有室外空间，有供暖，有空调，有阳台，有浴缸，房租价格是28000.0。
2511,有一个Xuhui的detached lane house，2卧2厅3卫，面积是150平方米，有室外空间，有供暖，有空调，有浴缸，有地暖，房租价格是28000.0。
2512,有一个Xuhui的attached lane house，4卧2厅3卫，面积是200平方米，有室外空间，有供暖，有空调，有阳台，有WIFI，房租价格是28000.0。
2513,有一个Xuhui的detached lane house，2卧2厅1卫，面积是150平方米，有室外空间，有供暖，有空调，房租价格是28500.0。
2514,有一个Xuhui的detached lane house，2卧2厅1卫，面积是130平方米，有室外空间，有供暖，有空调，房租价格是28500.0。
2515,有一个Xuhui的attached lane house，3卧2厅4卫，面积是150平方米，整栋建筑，有室外空间，有供暖，有空调，有阳台，有WIFI，房租价格是28500.0。
2516,有一个Xuhui的detached lane house，3卧2厅2卫，面积是200平方米，整栋建筑，有室外空间，有供暖，有浴缸，有地暖，房租价格是28800.0。
2517,有一个Xuhui的detached lane house，1卧2厅1卫，面积是88平方米，有室外空间，有空调，有阳台，房租价格是28888.0。
2518,有一个Xuhui的detached lane house，4卧2厅3卫，面积是200平方米，整栋建筑，有空调，有阳台，房租价格是29000.0。
2519,有一个Xuhui的detached lane house，3卧2厅2卫，面积是160平方米，有室外空间，有供暖，有空调，有浴缸，房租价格是29500.0。
2520,有一个Xuhui的public housing，3卧2厅1卫，面积是130平方米，有室外空间，有供暖，有空调，有阳台，有WIFI，有浴缸，有地暖，有烤箱，房租价格是30000.0。
2521,有一个Xuhui的attached lane house，3卧2厅2卫，面积是120平方米，有室外空间，有供暖，有空调，有浴缸，有地暖，房租价格是30000.0。
2522,有一个Xuhui的detached lane house，2卧2厅2卫，面积是120平方米，有室外空间，有供暖，有空调，有阳台，房租价格是30000.0。
2523,有一个Xuhui的public housing，3卧2厅2卫，面积是120平方米，有室外空间，房租价格是30000.0。
2524,有一个Xuhui的detached lane house，3卧2厅2卫，面积是180平方米，有室外空间，有供暖，有浴缸，房租价格是30000.0。
2525,有一个Xuhui的detached lane house，3卧2厅2卫，面积是136平方米，有室外空间，有供暖，有空调，有阳台，有WIFI，有烤箱，房租价格是30000.0。
2526,有一个Xuhui的detached lane house，4卧2厅2卫，面积是180平方米，有室外空间，房租价格是30000.0。
2527,有一个Xuhui的detached lane house，3卧3厅3卫，面积是230平方米，有浴缸，房租价格是30000.0。
2528,有一个Xuhui的detached lane house，4卧1厅5卫，面积是160平方米，整栋建筑，有供暖，有空调，有阳台，有浴缸，房租价格是31000.0。
2529,有一个Xuhui的attached lane house，3卧2厅2卫，面积是160平方米，有室外空间，房租价格是31000.0。
2530,有一个Xuhui的detached lane house，3卧2厅2卫，面积是160平方米，有室外空间，有空调，有浴缸，房租价格是31000.0。
2531,有一个Xuhui的detached lane house，5卧2厅3卫，面积是200平方米，整栋建筑，有空调，有浴缸，房租价格是31800.0。
2532,有一个Xuhui的attached lane house，5卧2厅3卫，面积是300平方米，整栋建筑，有室外空间，有空调，有阳台，有浴缸，房租价格是31800.0。
2533,有一个Xuhui的attached lane house，3卧2厅2卫，面积是160平方米，有室外空间，有供暖，有空调，有阳台，有浴缸，有地暖，房租价格是31900.0。
